source_id,reply_id,topic,source_text,reply_text,nested,reply_type
5.00288E+17,5.00288E+17,ferguson,Did anyone think of comparing the clothes that #MikeBrown was wearing when he was laying on the street to the security footage? #Ferguson,@TheAnonMessage2 Yeah. @donlemon just did on CNN.,0,comment
5.00308E+17,5.00317E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@YourAnonLive @OpFerguson No but it def softens the blow.,0,query
5.00308E+17,5.00313E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson","@YourAnonLive @OpFerguson Even if he had robbed a convenience store, that's no excuse for murder.",0,deny
5.00308E+17,5.00318E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson","@YourAnonLive it's not race were all targeted by the governments, cops, swat, FBI, they'll silence anyone who'll try to tell the truth",0,comment
5.00308E+17,5.00319E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson","@DesmondP2100 of course , however please do not try and compare it to hundreds of years of systemic oppression of a whole people",1,deny
5.00308E+17,5.00311E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson","@YourAnonLive Good job, faggots. You IDd the wrong man.",0,deny
5.00308E+17,5.00308E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@YourAnonLive BAM ANTI-WHITES get caught with their foot in their mouth in front of the WORLD LMAO,0,comment
5.00308E+17,5.00308E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@MrLewis915 anti-whites ? #lulz,1,comment
5.00308E+17,5.00312E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@YourAnonLive yup Anti-Racist is a codeword for ANTI-WHITE,1,comment
5.00308E+17,5.00309E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@YourAnonLive A robbery doesn't excuse an execution style murder I don't give a fuck what anyone says. Swisher Sweets aren't worth a life.,0,comment
5.00308E+17,5.00317E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson","@MrsDowns @YourAnonLive  corny, but only TRUE evil wants Us to believe INERT OBJECTS are more valuable than LIFE!  --GBJ #thinkforyourself",1,query
5.00308E+17,5.00318E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson","@MrsDowns @YourAnonLive Strong armed robbery, Assault on the store clerk, assaulting a police officer...and the info continues to come in.",1,comment
5.00308E+17,5.00312E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@YourAnonLive #SeeWhatTheyDidThere? #TheNarrativeHasChanged. From Murder in the 1st to a Gross Misdemeanor. #MyPeopleMyPeople,0,comment
5.00308E+17,5.0031E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@YourAnonLive don't make this a race issue. The militarization of the police is the issue,0,comment
5.00308E+17,5.00312E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson","@hydroflame @YourAnonLive it STARTED as a race issue, then people tried to SWAY it to an issue of militarization, dont get it twisted",1,comment
5.00308E+17,5.00317E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@MrLewis915 @hydroflame @YourAnonLive You realize police brutality affects all races right?,1,comment
5.00308E+17,5.00318E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@MrLewis915 @hydroflame @YourAnonLiveCan you imagine the shitstorm if this guy was black? Doubt U heard about it http://t.co/UtWrZNNQ3m,1,comment
5.00308E+17,5.00324E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@MrLewis915 but because of the training that cops receive now is more military in manner they react overly aggressive towards us (non-cop),1,query
5.00308E+17,5.00312E+17,ferguson,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",@hydroflame @YourAnonLive well put. There are bigger issues the masses are finally starting to see.,1,comment
5.44282E+17,5.44284E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",@PzFeed Bring the @us_navyseals get that bastard,0,comment
5.44282E+17,5.44283E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/VV4klpGrmN http://t.co/ialxJdZK5I” well fuck",0,support
5.44282E+17,5.44284E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/UxxV0fIpet http://t.co/dNvD1XgIxb”",0,support
5.44282E+17,5.44284E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","Smfh RT @PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/9kyaXB86AQ http://t.co/2iV8b2Mkiy",0,support
5.44282E+17,5.44284E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/rNyV1Yulxw http://t.co/tF52hwM5FG”",0,support
5.44282E+17,5.44284E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",@PzFeed that's not the Islamic flag...,0,deny
5.44282E+17,5.44284E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",@PzFeed @TipsForYouDaily wtf fuk u Islamic state suck my dick with bacon wrapped around it,0,comment
5.44282E+17,5.44283E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",@PzFeed I want some lindt chocolates now,0,comment
5.44282E+17,5.44284E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","#BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/9E0Vc7tPjO http://t.co/DHHBtysySx via @PzFeed",0,support
5.44282E+17,5.44282E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz","“@PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/tiAqp0NuNF http://t.co/LhsZxkRgBU”srsly smhhhh",0,support
5.44282E+17,5.44282E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",@PzFeed flag remains unidentified.,0,deny
5.44282E+17,5.44282E+17,sydneysiege,"BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/HFW40OyVUz",@PzFeed not the Islamic flag.....,0,deny
5.44381E+17,5.44385E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,@TroyBramston @australian @channeltennews pathetic islamist coward,0,comment
5.44381E+17,5.44383E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,"@TroyBramston @australian @channeltennews is this same as the ""call"" to Ray Hadley by ""POI"" from 10.30am? Or new info?",0,comment
5.44381E+17,5.44382E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,@TroyBramston @australian @channeltennews,0,support
5.44381E+17,5.44385E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,@TroyBramston @srod009 @channeltennews haha getting your news from 10 is like watching Looney Tunes for Social skills ha #MartinPlace,0,support
5.44381E+17,5.44387E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,"@TroyBramston @srod009 @channeltennews &amp; really an #ISIL flag? Surely when packing his shot gun, that would be the first item he'd pack!",1,deny
5.44381E+17,5.44382E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,@TroyBramston @KKeneally @channeltennews Yay Tony will save the day,0,comment
5.44381E+17,5.44386E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,@TroyBramston @channeltennews terminate him.doing this 2 innocent ppl.give the coward a uniform&amp;put him on battlefield 2 see how tough he is,0,support
5.44381E+17,5.44386E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,@TroyBramston @Eagle_Vision @channeltennews take the shot...#snipertime,0,support
5.44381E+17,5.44383E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,@TroyBramston @channeltennews fool bought the wrong flag with him.,0,comment
5.44381E+17,5.44383E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,@TroyBramston @australian @channeltennews four packages better get Lambie on the case are they large ?,0,comment
5.44381E+17,5.44382E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,@TroyBramston Source from Ray Hadley shows confirmed same report of gunman claiming there are four packages around Sydney,0,support
5.44381E+17,5.44385E+17,sydneysiege,Reports on @channeltennews #sydneysiege gunman wants #ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,@TroyBramston @channeltennews Deliver him the Australian SAS instead.,0,comment
5.44294E+17,5.44294E+17,sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,@RT_com isis love choclate... Who knew.. Lol. They gotta make sure its alcohol free ofcourse,0,comment
5.44294E+17,5.44395E+17,sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,@RT_com A breakdown of what we know and what we don’t: People Hostage at Café in #Sydney http://t.co/E35dDvbTgT,0,comment
5.44294E+17,5.44298E+17,sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,"@RT_com Another fine example of #Islam, the peaceful religion, right? Where are the #ModerateMuslims speaking out against this? #BanIslam",0,comment
5.44294E+17,5.44295E+17,sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,@RT_com this is exactly why Feinstein can shove that #CIAReport up her ass,0,comment
5.44294E+17,5.44297E+17,sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,".@RT_com Yeah it's the same Johnny F'cknuts who was going to kidnap and kill 2 police in Birmingham, UK last Tuesday.",0,deny
5.44294E+17,5.44306E+17,sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,@RT_com @ROUNDTHEBEND_ get on that one,0,comment
5.44294E+17,5.44294E+17,sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,"@RT_com Evacuate the city, asap! We do not know if he acts on his own yet he threatens he has devices all over Sydney.",0,comment
5.44294E+17,5.44294E+17,sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,@RundfunkEuropa @RT_com well...you're  just a silly paranoid fuck now aren't you,1,support
5.44294E+17,5.44295E+17,sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,@burnrecording @RT_com I hate terrorism and I am worried about the people of our western civilisation.,1,comment
5.44294E+17,5.44295E+17,sydneysiege,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,@RundfunkEuropa @RT_com western countries have killed more innocent children than hitler assmunch. But you prob don't consider that terror??,1,query
5.8036E+17,5.80361E+17,germanwings-crash,"@FRANCE24 reporter James André at French Civil Aviation Authority HQ: ""#Germanwings plane did NOT report distress signal"", no mayday.",.@RichelleVHP @France24_en @FRANCE24 Please take Hashtag #4U9525 for #Germanwings Plane crash. Thank you,0,deny
5.8036E+17,5.80362E+17,germanwings-crash,"@FRANCE24 reporter James André at French Civil Aviation Authority HQ: ""#Germanwings plane did NOT report distress signal"", no mayday.",@RichelleVHP Safety record is not perfect. http://t.co/928i3ln8bl @France24_en @FRANCE24,0,support
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","@mashable nice try, not buying ...",0,comment
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","“@mashable: Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" Right.",0,comment
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",@mashable Deplorable,0,comment
5.44324E+17,5.44326E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",@mashable they're asking people to stay indoors and don't go to the CBD. Why would you send drivers there?? Really disappointed of @Uber,0,support
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",@mashable what's not well-timed is what Huber is doing in a crisis situation. Uber has absolutely no integrity. Disgusting.,0,comment
5.44324E+17,5.44326E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","“@mashable: Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up #SydneySiege” Uber=ugly opportunism!",0,support
5.44324E+17,5.44355E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","@leeanneart @mashable ""Grease my palm with silver lovie."" The disgraceful pricks. Run 'em outta town folks.",1,deny
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",@mashable scum,0,support
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",".@mashable - I am OTR about distaste of surge pricing, but do you think your click bait story about Uber in Sydney is well timed + tasteful?",0,comment
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","@mashable Uber is facing problems enough, will a price hike really help?",0,deny
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",@mashable you might want to rethink your hashtag,0,comment
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",@mashable They charged me $215 for a $20 fare. Neveer use them again after they've exploited situations.,0,comment
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",.@mashable How altruistic of them!,0,comment
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","Fuck you @Uber  “@mashable: Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers.""",0,support
5.44324E+17,5.44325E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","@mashable Whaaaat? Is @Uber trying to ""shoot the moon"" when it comes to PR?",0,deny
5.44324E+17,5.44326E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",Surge pricing during a hostage crisis #filthy •RT @mashable: Uber says it has hiked prices in Sydney... http://t.co/mtR1NGbX0G #SydneySiege,0,support
5.44324E+17,5.44326E+17,sydneysiege,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","@mashable If car can't get to rider, rider can't walk to car &amp; unable to schedule pickups, what is an @Uber rider to do? @Uber_Sydney",0,query
5.44351E+17,5.44351E+17,sydneysiege,#BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/fSLeobzxHh,@dailytelegraph You're reporting a report? What's your source?,0,query
5.44351E+17,5.44351E+17,sydneysiege,#BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/fSLeobzxHh,@dailytelegraph here's to all the hostages getting safe passage on this day! @ChangeTip #SydneySeige,0,support
5.44351E+17,5.44352E+17,sydneysiege,#BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/fSLeobzxHh,“@dailytelegraph: #BREAKING Reports two customers and an employee have escaped the #SydneySiege http://t.co/tk39jmFHSL #2GB @2GB873,0,support
5.00389E+17,5.00392E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@LisaBloom  stranger by the second,0,comment
5.00389E+17,5.00459E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@LisaBloom Of course he did. It gave people time to solidify the opinions that they already had. It was a calculated move.,0,comment
5.00389E+17,5.00391E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@LisaBloom you know the cop didnt have to know about robbery for this video to have value. you're not very good at being stupid.,0,comment
5.00389E+17,5.0067E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@leonlohr @LisaBloom But she's very good at instigating and baiting....just like her mother. Smh,1,query
5.00389E+17,5.00741E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@missypach @LisaBloom i had no idea that was her mom.,1,comment
5.00389E+17,5.00758E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@leonlohr @LisaBloom Yep!! Splitting image in everything except one has black hair and other blonde....,1,query
5.00389E+17,5.0039E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,"@LisaBloom that's unfortunate. signed, ferguson PD",0,comment
5.00389E+17,5.00391E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@LisaBloom @lawalazu  it's about changing the narrative.,0,comment
5.00389E+17,5.00391E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@RobKCorbettEsq @LisaBloom And it is down right disrespectful to the young man and his family.,1,comment
5.00389E+17,5.00391E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@LisaBloom #MikeBrown connects the robbery w shooting. dont have to be a genius. a guy who shoves clerk is s'posed to raise his hands later?,0,comment
5.00389E+17,5.00394E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@leonlohr @LisaBloom Shoving a clerk means you'll take on a police officer with a  gun? #SoundLogic #YesThisIsSarcasm #MikeBrown,1,query
5.00389E+17,5.004E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@veggietrunks @leonlohr @LisaBloom it prevented future crimes by #MikeBrown,1,comment
5.00389E+17,5.00427E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@veggietrunks @LisaBloom not necessarily. but it might show a particular disposition towards authority figures.,1,comment
5.00389E+17,5.00698E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@leonlohr @LisaBloom and who would blame them when those authority figures are gunning surrendering suspects down?,1,query
5.00389E+17,5.00742E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@veggietrunks @LisaBloom since the 'witness' version is incomplete/inaccurate the whole 'hands up' part prob isn't true either #Ferguson,1,comment
5.00389E+17,5.00699E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,"@leonlohr @LisaBloom I rolled through a stop sign once, the cop was shouting at me like I killed someone. I was terrified. They #overreact.",1,support
5.00389E+17,5.00744E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,"@veggietrunks @LisaBloom sad that happened to you. no doubt there are racist/ignorant cops. but not all, maybe not #Ferguson",1,comment
5.00389E+17,5.00391E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,"@LisaBloom Polluting potential jurors by any Chief of LEOs should be an intentional malice reprimand,+ the county DA may be his Advisor",0,deny
5.00389E+17,5.00393E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@LisaBloom Have to show Mike without clean hands somehow.,0,comment
5.00389E+17,5.00391E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@LisaBloom @southerntalker #Ferguson Chief needs to be removed from his job...I never meant 4 this 2 happen..don't insult our intelligence,0,support
5.00389E+17,5.00395E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@LisaBloom I want to believe its total incompetence.  But its was all on purpose to change public opinion.  My guess is it will continue,0,comment
5.00389E+17,5.00416E+17,ferguson,#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,@LisaBloom Did the media ask for the video under FOIA as the Chief of Police said? And why was video released without  commentary in am?,0,query
